track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Glorious (feat. Skylar Grey),0.731,0.794,5.930596285434995,-5.126,1.0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,4.0
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",0.893,0.745,11.0,-3.105,1.0,0.0571,0.0642,0.03046073657362849,0.0943,0.872,101.018,4.0
Happier,0.522,0.385,5.930596285434995,-7.355,1.0,0.0288,0.536,0.03046073657362849,0.135,0.236,89.792,4.0
Stay,0.69,0.622,5.0,-5.025,1.0,0.0622,0.253,0.03046073657362849,0.116,0.544,102.04,4.0
"Let Me Go (with Alesso, Florida Georgia Line & watt)",0.664,0.708,8.0,-4.154,1.0,0.0474,0.0337,0.03046073657362849,0.0841,0.742,103.07,4.0
Slow Hands,0.735,0.425,5.930596285434995,-6.648,1.0,0.0464,0.011,0.03046073657362849,0.055,0.848,85.896,4.0
1-800-273-8255,0.62,0.574,5.0,-7.788,1.0,0.0479,0.569,0.03046073657362849,0.19,0.357,100.023,4.0
Issues,0.728,0.415,8.0,-6.852,1.0,0.0639,0.401,0.03046073657362849,0.0616,0.455,114.145,4.0
What About Us,0.491,0.588,1.0,-6.177,1.0,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,4.0
Malibu,0.573,0.781,8.0,-6.406,1.0,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,4.0
Chill Bill (feat. J. Davi$ & Spooks),0.886,0.427,6.0,-10.028,1.0,0.145,0.0312,0.00099,0.0906,0.23,108.034,4.0
Dusk Till Dawn (feat. Sia) - Radio Edit,0.259,0.437,11.0,-6.589,1.0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,4.0
Fetish (feat. Gucci Mane),0.708,0.618,2.0,-4.424,1.0,0.0592,0.0204,6.81e-06,0.062,0.265,123.013,4.0
Sorry Not Sorry,0.706,0.643,11.0,-6.929,1.0,0.234,0.0242,0.03046073657362849,0.262,0.885,143.931,4.0
Black Beatles,0.794,0.632,5.930596285434995,-6.163,1.0,0.0649,0.142,0.03046073657362849,0.128,0.355,145.926,4.0
Paris,0.653,0.658,2.0,-6.428,1.0,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,4.0
Mi Gente,0.548,0.704,11.0,-4.838,1.0,0.0777,0.0168,2.25e-05,0.143,0.288,104.666,4.0
Losin Control,0.759,0.245,6.0,-6.545,1.0,0.138,0.515,0.000154,0.102,0.209,96.992,4.0
Plain Jane,0.797,0.844,11.0,-5.482,1.0,0.275,0.0651,0.03046073657362849,0.087,0.52,170.142,4.0
Swang,0.681,0.314,8.0,-9.319,1.0,0.0581,0.2,9.82e-06,0.1,0.166,139.992,4.0
Bad and Boujee (feat. Lil Uzi Vert),0.926,0.666,11.0,-5.314,1.0,0.244,0.0611,0.03046073657362849,0.123,0.168,127.079,4.0
Scars To Your Beautiful,0.319,0.739,5.930596285434995,-5.74,1.0,0.272,0.0285,0.03046073657362849,0.111,0.449,194.169,4.0
Fake Love,0.928,0.481,9.0,-9.35,1.0,0.287,0.105,0.03046073657362849,0.176,0.613,134.007,4.0
Lust For Life (with The Weeknd),0.504,0.655,5.930596285434995,-8.644,1.0,0.0542,0.604,0.00193,0.364,0.262,99.982,4.0
Green Light,0.594,0.721,2.0,-7.812,1.0,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,4.0
Tunnel Vision,0.497,0.489,11.0,-7.724,1.0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,4.0
Bodak Yellow,0.926,0.703,11.0,-6.337,1.0,0.103,0.0659,0.03046073657362849,0.231,0.485,125.022,4.0
Sky Walker (feat. Travis Scott),0.674,0.506,6.0,-10.532,1.0,0.0434,0.173,0.03046073657362849,0.0866,0.183,145.965,4.0
Caroline,0.94,0.335,5.0,-10.179,1.0,0.505,0.17,0.03046073657362849,0.262,0.707,120.04,4.0
iSpy (feat. Lil Yachty),0.746,0.653,7.0,-6.745,1.0,0.289,0.378,0.03046073657362849,0.229,0.672,75.016,4.0
Slide (feat. Frank Ocean & Migos),0.736,0.795,1.0,-3.299,1.0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,4.0
do re mi,0.745,0.593,8.0,-6.35,1.0,0.0524,0.00522,5.06e-06,0.123,0.17,111.001,3.0
Lonely Together (feat. Rita Ora),0.655,0.666,5.0,-5.309,1.0,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,4.0
Despacito - Remix,0.649,0.798,2.0,-4.346,1.0,0.178,0.226,0.03046073657362849,0.0711,0.857,177.899,4.0
Rolex,0.804,0.886,1.0,-2.512,1.0,0.04,0.0837,0.03046073657362849,0.266,0.789,144.946,4.0
Sit Next to Me,0.638,0.738,6.0,-4.976,1.0,0.0292,0.117,0.000384,0.689,0.657,97.021,4.0
ELEMENT.,0.748,0.705,4.0,-4.547,1.0,0.485,0.204,0.03046073657362849,0.246,0.483,189.891,4.0
SUBEME LA RADIO,0.688,0.822,5.930596285434995,-3.304,1.0,0.0537,0.0642,0.03046073657362849,0.241,0.66,91.011,4.0
No Limit,0.838,0.771,1.0,-3.791,1.0,0.244,0.0117,0.03046073657362849,0.0853,0.405,175.957,4.0
Most Girls,0.756,0.572,9.0,-7.019,1.0,0.0763,0.0478,0.03046073657362849,0.0853,0.417,102.986,4.0
Chained To The Rhythm,0.562,0.8,5.930596285434995,-5.404,1.0,0.112,0.0814,0.03046073657362849,0.199,0.471,95.029,4.0
Friends (with BloodPopÂ®),0.743,0.735,8.0,-5.337,1.0,0.0382,0.00389,0.03046073657362849,0.304,0.631,104.979,4.0
Praying,0.543,0.39,10.0,-7.202,1.0,0.0322,0.489,0.03046073657362849,0.111,0.303,73.415,4.0
September Song,0.614,0.615,5.930596285434995,-6.7,1.0,0.0444,0.054,0.03046073657362849,0.0921,0.374,95.941,4.0
Bounce Back,0.78,0.575,1.0,-5.628,1.0,0.139,0.106,0.03046073657362849,0.129,0.273,81.502,4.0
Strip That Down (feat. Quavo),0.873,0.495,6.0,-5.446,1.0,0.0518,0.199,0.03046073657362849,0.0805,0.546,106.033,4.0
Wild Thoughts (feat. Rihanna & Bryson Tiller),0.613,0.681,8.0,-3.089,1.0,0.0778,0.0287,0.03046073657362849,0.126,0.619,97.621,4.0
no tears left to cry,0.699,0.713,9.0,-5.507,1.0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,4.0
lovely (with Khalid),0.351,0.296,4.0,-10.109,1.0,0.0333,0.934,0.03046073657362849,0.095,0.12,115.284,4.0
One Kiss (with Dua Lipa),0.791,0.862,9.0,-3.24,1.0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4.0
Delicate,0.75,0.404,9.0,-10.178,1.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,4.0
God is a woman,0.602,0.658,1.0,-5.934,1.0,0.0558,0.0233,6e-05,0.237,0.268,145.031,4.0
God's Plan,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4.0
SICKO MODE,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.03046073657362849,0.124,0.446,155.008,4.0
rockstar (feat. 21 Savage),0.585,0.52,5.0,-6.136,1.0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,4.0
we fell in love in october,0.566,0.366,7.0,-12.808,1.0,0.028,0.113,0.181,0.155,0.237,129.96,4.0
All The Stars (with SZA),0.698,0.633,8.0,-4.946,1.0,0.0597,0.0605,0.000194,0.0926,0.552,96.924,4.0
Happier,0.687,0.792,5.0,-2.749,1.0,0.0452,0.191,0.03046073657362849,0.167,0.671,100.015,4.0
I Like Me Better,0.753,0.505,9.0,-7.621,1.0,0.255,0.534,2.58e-06,0.104,0.419,91.972,4.0
Moonlight,0.921,0.537,9.0,-5.723,1.0,0.0804,0.556,0.00404,0.102,0.711,128.009,4.0
Better Now,0.68,0.578,10.0,-5.804,1.0,0.04,0.331,0.03046073657362849,0.135,0.341,145.038,4.0
Natural,0.704,0.611,2.0,-6.112,1.0,0.0409,0.217,0.03046073657362849,0.0812,0.22,100.0,4.0
2002,0.697,0.683,1.0,-2.881,1.0,0.117,0.0372,0.03046073657362849,0.137,0.603,96.133,4.0
Yes Indeed,0.963,0.346,5.0,-9.309,1.0,0.53,0.0355,0.03046073657362849,0.108,0.562,119.957,4.0
LOVE. FEAT. ZACARI.,0.8,0.585,10.0,-7.343,1.0,0.0924,0.264,0.03046073657362849,0.153,0.779,126.058,4.0
Nice For What,0.585,0.909,8.0,-6.474,1.0,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,4.0
The Middle,0.753,0.657,7.0,-3.061,1.0,0.0449,0.171,0.03046073657362849,0.112,0.437,107.01,4.0
Silence,0.52,0.761,4.0,-3.093,1.0,0.0853,0.256,4.96e-06,0.17,0.286,141.971,4.0
IDGAF,0.836,0.544,7.0,-5.975,1.0,0.0943,0.0403,0.03046073657362849,0.0824,0.51,97.028,4.0
In My Mind,0.694,0.77,6.0,-5.335,1.0,0.149,0.176,1.1e-05,0.118,0.163,125.905,4.0
Nonstop,0.912,0.412,7.0,-8.074,1.0,0.123,0.0165,0.0126,0.104,0.423,154.983,4.0
DÃ©jala Que Vuelva (feat. Manuel Turizo),0.681,0.788,1.0,-4.323,1.0,0.0785,0.0482,0.03046073657362849,0.0753,0.839,170.019,4.0
Mo Bamba,0.729,0.625,4.0,-5.266,1.0,0.0315,0.194,0.00986,0.248,0.261,146.034,4.0
Him & I (with Halsey),0.589,0.731,2.0,-6.343,1.0,0.0868,0.0534,0.03046073657362849,0.308,0.191,87.908,4.0
Be Alright,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.03046073657362849,0.0813,0.443,126.684,4.0
I Like It,0.816,0.726,5.0,-3.998,1.0,0.129,0.099,0.03046073657362849,0.372,0.65,136.048,4.0
Self Care,0.52,0.538,1.0,-8.109,1.0,0.206,0.367,0.00187,0.119,0.177,141.894,4.0
Body,0.752,0.764,1.0,-4.399,1.0,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,4.0
Psycho (feat. Ty Dolla $ign),0.75,0.56,8.0,-8.094,1.0,0.105,0.546,0.03046073657362849,0.111,0.459,140.06,4.0
FRIENDS,0.626,0.88,9.0,-2.384,1.0,0.0504,0.205,0.03046073657362849,0.128,0.534,95.079,4.0
changes,0.669,0.308,11.0,-10.068,1.0,0.029,0.883,0.03046073657362849,0.0984,0.52,64.934,4.0
Shotgun,0.673,0.735,5.0,-4.733,1.0,0.0457,0.286,0.03046073657362849,0.242,0.754,115.744,4.0
Nevermind,0.6,0.688,5.0,-8.339,1.0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,4.0
In My Feelings,0.835,0.626,1.0,-5.833,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,4.0
Vaina Loca,0.754,0.805,6.0,-4.249,1.0,0.0752,0.315,0.03046073657362849,0.203,0.555,93.982,4.0
"Let Me Go (with Alesso, Florida Georgia Line & watt)",0.664,0.708,8.0,-4.154,1.0,0.0474,0.0337,0.03046073657362849,0.0841,0.742,103.07,4.0
Te BotÃ© - Remix,0.903,0.675,11.0,-3.445,1.0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,4.0
Finesse - Remix; feat. Cardi B,0.704,0.859,5.0,-4.877,1.0,0.0996,0.0185,0.03046073657362849,0.0215,0.926,105.115,4.0
Stir Fry,0.817,0.816,2.0,-5.402,1.0,0.269,0.00263,0.03046073657362849,0.159,0.508,181.982,4.0
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",0.842,0.801,8.0,-4.167,1.0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4.0
Eastside (with Halsey & Khalid),0.56,0.68,6.0,-7.648,1.0,0.321,0.555,0.03046073657362849,0.116,0.319,89.391,4.0
How Long,0.845,0.561,1.0,-5.253,1.0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,4.0
Meant to Be (feat. Florida Georgia Line),0.643,0.783,10.0,-6.458,1.0,0.0856,0.047,0.03046073657362849,0.083,0.579,154.084,4.0
Bad At Love,0.675,0.751,5.930596285434995,-3.539,1.0,0.0296,0.0604,0.03046073657362849,0.0893,0.612,118.384,4.0
Love Lies (with Normani),0.708,0.648,6.0,-5.626,1.0,0.0449,0.0956,0.03046073657362849,0.134,0.338,143.955,4.0
Trip,0.477,0.61,11.0,-5.628,1.0,0.144,0.225,0.03046073657362849,0.107,0.358,79.882,4.0
It's Not Living (If It's Not With You),0.618,0.837,1.0,-5.338,1.0,0.0304,0.000254,0.000378,0.0618,0.526,121.227,4.0
You Make It Easy,0.375,0.574,7.0,-5.305,1.0,0.0315,0.143,0.03046073657362849,0.11,0.406,132.025,3.0
Walk It Talk It,0.907,0.633,2.0,-5.145,1.0,0.184,0.0876,2.6e-06,0.106,0.395,145.914,4.0
In My Blood,0.622,0.712,5.0,-7.321,1.0,0.066,0.0573,0.03046073657362849,0.13,0.487,140.025,4.0
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",0.653,0.809,5.930596285434995,-4.057,1.0,0.0474,0.194,0.03046073657362849,0.165,0.55,92.213,4.0
Tequila,0.489,0.581,11.0,-5.731,1.0,0.0281,0.0312,0.03046073657362849,0.132,0.494,86.016,4.0
Look Alive (feat. Drake),0.918,0.58,10.0,-7.501,1.0,0.322,0.00108,6.12e-05,0.106,0.611,139.977,4.0
Never Be the Same,0.637,0.713,5.930596285434995,-4.333,1.0,0.0747,0.181,0.000637,0.137,0.243,129.923,4.0
Bodak Yellow,0.926,0.703,11.0,-6.337,1.0,0.103,0.0659,0.03046073657362849,0.231,0.485,125.022,4.0
Me Niego (feat. Ozuna & Wisin),0.777,0.782,5.930596285434995,-4.435,1.0,0.0907,0.0505,0.03046073657362849,0.64,0.773,94.023,4.0
This Feeling,0.575,0.571,1.0,-7.906,1.0,0.0439,0.0558,0.03046073657362849,0.0912,0.449,105.049,4.0
Saturday Sun,0.637,0.864,8.0,-4.381,1.0,0.0468,0.484,0.03046073657362849,0.222,0.706,99.995,4.0
Simple,0.362,0.882,3.0,-3.717,1.0,0.0973,0.0791,0.03046073657362849,0.15,0.864,199.811,4.0
Leave a Light On,0.586,0.624,5.0,-5.946,1.0,0.113,0.0153,1.78e-06,0.133,0.267,68.976,4.0
Rise,0.687,0.785,1.0,-4.65,1.0,0.0333,0.327,0.03046073657362849,0.203,0.655,106.046,4.0
Let's Fall in Love for the Night,0.737,0.408,5.0,-7.941,1.0,0.104,0.802,0.03046073657362849,0.171,0.374,127.918,4.0
Taste (feat. Offset),0.884,0.559,5.930596285434995,-7.442,1.0,0.12,0.0236,0.03046073657362849,0.101,0.342,97.994,4.0
The Greatest Show,0.417,0.824,11.0,-7.36,1.0,0.105,0.000239,0.0545,0.0725,0.4,157.92,4.0
Jackie Chan,0.747,0.834,3.0,-2.867,1.0,0.045,0.374,0.03046073657362849,0.0586,0.687,128.005,4.0
Spotlight,0.546,0.822,7.0,-4.483,1.0,0.151,0.0145,0.03046073657362849,0.742,0.615,150.06,4.0
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",0.653,0.718,3.0,-5.232,1.0,0.213,0.00413,0.03046073657362849,0.0537,0.216,82.034,4.0
Back To You,0.6,0.683,6.0,-6.271,1.0,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,4.0
Say Something (feat. Chris Stapleton),0.707,0.632,10.0,-7.031,1.0,0.0789,0.103,1.09e-05,0.0841,0.372,97.04,4.0
FEFE,0.931,0.387,1.0,-9.127,1.0,0.412,0.088,0.03046073657362849,0.136,0.375,125.978,4.0
Dura,0.783,0.84,1.0,-3.416,1.0,0.051,0.174,0.03046073657362849,0.412,0.839,95.001,4.0
CorazÃ³n (feat. Nego do Borel),0.722,0.738,9.0,-6.073,1.0,0.247,0.328,1.47e-05,0.198,0.748,198.075,4.0
Plug Walk,0.876,0.519,11.0,-6.531,1.0,0.143,0.202,0.03046073657362849,0.108,0.158,94.981,4.0
Solo (feat. Demi Lovato),0.737,0.636,11.0,-4.546,1.0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,4.0
MotorSport,0.904,0.518,2.0,-5.32,1.0,0.183,0.0305,0.03046073657362849,0.325,0.188,137.996,4.0
"King's Dead (with Kendrick Lamar, Future & James Blake)",0.645,0.705,1.0,-5.008,1.0,0.299,0.000813,0.03046073657362849,0.128,0.376,137.133,4.0
1950,0.6,0.535,4.0,-7.043,1.0,0.107,0.648,4.7e-06,0.162,0.269,71.912,4.0
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",0.792,0.895,1.0,-3.112,1.0,0.0589,0.165,0.03046073657362849,0.0501,0.794,94.968,4.0
I Miss You (feat. Julia Michaels),0.693,0.624,5.930596285434995,-7.482,1.0,0.0448,0.299,7.64e-06,0.0955,0.369,105.002,4.0
This Is America,0.854,0.463,5.0,-6.159,1.0,0.137,0.117,0.03046073657362849,0.354,0.549,120.024,4.0
Freaky Friday (feat. Chris Brown),0.755,0.599,8.0,-5.042,1.0,0.224,0.147,0.03046073657362849,0.109,0.755,133.123,4.0
I'm Upset,0.899,0.586,11.0,-7.866,1.0,0.343,0.279,0.03046073657362849,0.0836,0.492,150.002,4.0
Done for Me (feat. Kehlani),0.856,0.632,6.0,-3.692,1.0,0.074,0.193,0.03046073657362849,0.0688,0.697,112.009,4.0
Be Careful,0.82,0.568,6.0,-8.23,1.0,0.411,0.0256,0.03046073657362849,0.0952,0.535,152.279,4.0
Youngblood,0.596,0.854,7.0,-5.114,1.0,0.463,0.0169,0.03046073657362849,0.124,0.152,120.274,4.0
Boo'd Up,0.561,0.779,10.0,-5.107,1.0,0.0531,0.0862,0.03046073657362849,0.078,0.235,81.965,4.0
Sin Pijama,0.791,0.745,11.0,-3.695,1.0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,4.0
Paradise,0.642,0.881,11.0,-3.537,1.0,0.0393,0.209,0.03046073657362849,0.21,0.913,138.03,4.0
Sick Boy,0.663,0.577,11.0,-7.518,1.0,0.0531,0.109,0.03046073657362849,0.12,0.454,89.996,4.0
Everyday,0.667,0.741,1.0,-4.099,1.0,0.0378,0.0425,0.03046073657362849,0.0761,0.422,149.908,4.0
Girls Like You (feat. Cardi B) - Cardi B Version,0.851,0.541,5.930596285434995,-6.825,1.0,0.0505,0.568,0.03046073657362849,0.13,0.448,124.959,4.0
This Is Me,0.284,0.704,2.0,-7.276,1.0,0.186,0.00583,0.000115,0.0424,0.1,191.702,4.0
No Brainer,0.552,0.76,5.930596285434995,-4.706,1.0,0.342,0.0733,0.03046073657362849,0.0865,0.639,135.702,5.0
Powerglide (feat. Juicy J) - From SR3MM,0.713,0.831,1.0,-4.75,1.0,0.15,0.0168,0.03046073657362849,0.118,0.584,173.948,4.0
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",0.745,0.346,1.0,-7.709,1.0,0.331,0.00552,0.03046073657362849,0.0881,0.112,203.911,4.0
Make Me Feel,0.859,0.413,1.0,-7.399,1.0,0.182,0.132,0.03046073657362849,0.334,0.697,115.035,4.0
I'll Be There,0.623,0.851,7.0,-3.111,1.0,0.0409,0.0228,0.03046073657362849,0.12,0.4,100.063,4.0
Old Town Road - Remix,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.03046073657362849,0.113,0.639,136.041,4.0
bad guy,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0
SeÃ±orita,0.759,0.548,9.0,-6.049,1.0,0.029,0.0392,0.03046073657362849,0.0828,0.749,116.967,4.0
Cruel Summer,0.552,0.702,9.0,-5.707,1.0,0.157,0.117,2.06e-05,0.105,0.564,169.994,4.0
Circles,0.695,0.762,5.930596285434995,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0
Let Me Down Slowly,0.652,0.557,1.0,-5.714,1.0,0.0318,0.74,0.03046073657362849,0.124,0.483,150.073,4.0
Without Me,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4.0
lovely (with Khalid),0.351,0.296,4.0,-10.109,1.0,0.0333,0.934,0.03046073657362849,0.095,0.12,115.284,4.0
SICKO MODE,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.03046073657362849,0.124,0.446,155.008,4.0
Lost in the Fire (feat. The Weeknd),0.658,0.671,2.0,-12.21,1.0,0.0363,0.0933,0.000927,0.115,0.166,100.966,4.0
Someone You Loved,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.03046073657362849,0.105,0.446,109.891,4.0
Doin' Time,0.641,0.559,7.0,-11.132,1.0,0.0355,0.404,0.00402,0.0937,0.523,144.982,4.0
MIDDLE CHILD,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.03046073657362849,0.271,0.463,123.984,4.0
Lover,0.359,0.543,7.0,-7.582,1.0,0.0919,0.492,1.58e-05,0.118,0.453,68.534,4.0
when the party's over,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,4.0
Wow.,0.829,0.539,11.0,-7.359,1.0,0.208,0.136,1.78e-06,0.103,0.388,99.96,4.0
Sucker,0.842,0.734,1.0,-5.065,1.0,0.0588,0.0427,0.03046073657362849,0.106,0.952,137.958,4.0
Lose You To Love Me,0.488,0.343,4.0,-8.985,1.0,0.0436,0.556,0.03046073657362849,0.21,0.0978,102.819,4.0
"thank u, next",0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.03046073657362849,0.101,0.412,106.966,4.0
High Hopes,0.579,0.904,5.0,-2.729,1.0,0.0618,0.193,0.03046073657362849,0.064,0.681,82.014,4.0
You Need To Calm Down,0.771,0.671,2.0,-5.617,1.0,0.0553,0.00929,0.03046073657362849,0.0637,0.714,85.026,4.0
Better Now,0.68,0.578,10.0,-5.804,1.0,0.04,0.331,0.03046073657362849,0.135,0.341,145.038,4.0
a lot,0.837,0.636,1.0,-7.643,1.0,0.086,0.0395,0.00125,0.342,0.274,145.972,4.0
Ransom,0.745,0.642,7.0,-6.257,1.0,0.287,0.0204,0.03046073657362849,0.0658,0.226,179.974,4.0
Sweet but Psycho,0.72,0.706,1.0,-4.719,1.0,0.0473,0.0684,0.03046073657362849,0.166,0.62,133.002,4.0
EARFQUAKE,0.554,0.498,9.0,-8.866,1.0,0.0685,0.23,5.98e-06,0.795,0.413,79.635,4.0
Ride It,0.88,0.751,7.0,-4.258,1.0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,4.0
Robbery,0.623,0.692,2.0,-5.122,1.0,0.0504,0.328,0.03046073657362849,0.153,0.566,79.899,4.0
Going Bad (feat. Drake),0.889,0.496,4.0,-6.365,1.0,0.0905,0.259,0.03046073657362849,0.252,0.544,86.003,4.0
boyfriend (with Social House),0.4,0.795,10.0,-3.731,1.0,0.461,0.119,0.03046073657362849,0.159,0.702,190.097,4.0
Goodbyes (feat. Young Thug),0.548,0.653,5.0,-3.875,1.0,0.081,0.456,0.03046073657362849,0.103,0.163,150.068,4.0
Con Calma,0.737,0.86,8.0,-2.652,1.0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,4.0
Location (feat. Burna Boy),0.812,0.496,9.0,-5.969,1.0,0.297,0.271,0.03046073657362849,0.0955,0.55,109.979,4.0
MIA,0.816,0.538,6.0,-6.354,1.0,0.0617,0.0142,0.000496,0.099,0.156,97.054,4.0
Pop Out (feat. Lil Tjay),0.772,0.639,1.0,-7.119,1.0,0.467,0.15,0.03046073657362849,0.0698,0.261,168.112,4.0
Hold Me While You Wait,0.688,0.53,11.0,-5.507,1.0,0.0333,0.443,0.03046073657362849,0.0995,0.162,106.958,4.0
Money In The Grave (Drake ft. Rick Ross),0.831,0.502,10.0,-4.045,1.0,0.046,0.101,0.03046073657362849,0.122,0.101,100.541,4.0
Piece Of Your Heart,0.677,0.744,10.0,-6.806,1.0,0.0295,0.0404,0.00016,0.074,0.631,124.08,4.0
Secreto,0.807,0.803,11.0,-4.156,1.0,0.126,0.602,0.00853,0.136,0.706,91.987,4.0
Don't Start Now,0.794,0.793,11.0,-4.521,1.0,0.0842,0.0125,0.03046073657362849,0.0952,0.677,123.941,4.0
Dance Monkey,0.824,0.588,6.0,-6.4,1.0,0.0924,0.692,0.000104,0.149,0.513,98.027,4.0
"break up with your girlfriend, i'm bored",0.726,0.554,5.0,-5.29,1.0,0.0917,0.0421,0.03046073657362849,0.106,0.335,169.999,4.0
Boy With Luv (feat. Halsey),0.645,0.862,11.0,-4.761,1.0,0.0845,0.0933,0.03046073657362849,0.193,0.803,119.947,4.0
ZEZE (feat. Travis Scott & Offset),0.861,0.603,8.0,-5.788,1.0,0.176,0.0521,0.03046073657362849,0.0924,0.504,98.043,4.0
Old Town Road,0.907,0.53,1.0,-6.112,1.0,0.127,0.0578,2.23e-06,0.101,0.507,135.998,4.0
Callaita,0.61,0.624,2.0,-4.773,1.0,0.309,0.6,2.12e-06,0.243,0.244,176.169,4.0
Nights Like This (feat. Ty Dolla $ign),0.61,0.725,8.0,-5.131,1.0,0.15,0.367,0.03046073657362849,0.154,0.291,146.163,4.0
"10,000 Hours (with Justin Bieber)",0.654,0.63,10.0,-4.644,1.0,0.0259,0.153,0.03046073657362849,0.111,0.43,89.991,4.0
Higher Love,0.693,0.678,8.0,-7.159,1.0,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,4.0
China,0.786,0.808,7.0,-3.702,1.0,0.0882,0.0846,0.000289,0.0822,0.609,105.027,4.0
Nothing Breaks Like a Heart (feat. Miley Cyrus),0.601,0.794,7.0,-5.844,1.0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,4.0
i'm so tired...,0.548,0.735,11.0,-7.572,1.0,0.236,0.173,0.03046073657362849,0.195,0.498,101.252,4.0
Please Me,0.747,0.57,1.0,-6.711,1.0,0.081,0.0642,0.03046073657362849,0.0832,0.65,133.992,4.0
Don't Call Me Up,0.674,0.881,9.0,-2.853,1.0,0.147,0.296,3.01e-06,0.0793,0.234,98.994,4.0
Kill This Love,0.763,0.835,2.0,-5.234,1.0,0.191,0.323,0.00221,0.225,0.645,131.875,4.0
3 Nights,0.815,0.518,7.0,-6.594,1.0,0.0897,0.223,0.03046073657362849,0.104,0.877,151.891,4.0
bury a friend,0.905,0.389,8.0,-14.505,1.0,0.332,0.74,0.162,0.106,0.196,120.046,4.0
Pure Water (with Migos),0.682,0.559,5.930596285434995,-5.545,1.0,0.127,0.174,0.03046073657362849,0.344,0.137,202.015,4.0
Truth Hurts,0.715,0.624,4.0,-3.046,1.0,0.114,0.11,0.03046073657362849,0.123,0.412,158.087,4.0
Calma - Remix,0.826,0.773,11.0,-4.218,1.0,0.0524,0.323,0.03046073657362849,0.143,0.761,126.899,4.0
Swervin (feat. 6ix9ine),0.581,0.662,9.0,-5.239,1.0,0.303,0.0153,0.03046073657362849,0.111,0.434,93.023,4.0
Bohemian Rhapsody - Remastered 2011,0.392,0.402,5.930596285434995,-9.961,1.0,0.0536,0.288,0.03046073657362849,0.243,0.228,143.883,4.0
Soltera (Remix),0.795,0.783,5.0,-4.271,1.0,0.0432,0.361,0.03046073657362849,0.437,0.799,92.01,4.0
Dancing With A Stranger (with Normani),0.741,0.52,8.0,-7.513,1.0,0.0656,0.45,1.97e-06,0.222,0.347,102.998,4.0
Good as Hell,0.682,0.919,5.930596285434995,-3.18,1.0,0.0875,0.256,0.03046073657362849,0.442,0.535,95.982,4.0
SOS (feat. Aloe Blacc),0.802,0.645,5.0,-6.181,1.0,0.0715,0.272,0.03046073657362849,0.119,0.376,100.001,4.0
Here With Me,0.791,0.565,5.0,-3.933,1.0,0.0439,0.0623,0.03046073657362849,0.156,0.181,99.961,4.0
